ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
14152,12000,11975,13.98%,60 months,18.41%,MORTGAGE,4666.67,14,13616,0,8 years
36134,14000,14000,6.62%,36 months,20.18%,RENT,4583.33,15,15890,1,10+ years
21504,4000,4000,13.80%,60 months,13.26%,OWN,3500,5,8518,1,3 years
95827,5600,5600,11.14%,36 months,27.96%,MORTGAGE,11666.67,18,194205,0,10+ years
91018,12300,12300,15.31%,36 months,19.26%,MORTGAGE,5000,13,4460,2,10+ years
29754,35000,33645.15,17.49%,60 months,6.01%,MORTGAGE,16133.33,11,32222,0,2 years
94912,20000,20000,11.14%,60 months,23.27%,MORTGAGE,9166.67,24,53494,2,10+ years
10205,8800,8800,13.11%,60 months,2.88%,MORTGAGE,2500,3,607,0,2 years
93352,16000,16000,8.90%,36 months,19.71%,RENT,7083.33,11,6185,1,4 years
6711,8000,8000,20.52%,36 months,8.12%,RENT,2500,5,7327,2,< 1 year
41102,4000,4000,6.03%,36 months,15.13%,MORTGAGE,6583.33,6,63294,0,10+ years
71634,3500,3500,12.12%,36 months,17.82%,MORTGAGE,5416.67,15,4067,3,< 1 year
66430,7800,7800,13.11%,36 months,15.56%,MORTGAGE,5000,8,12889,0,5 years
47163,4200,4200,13.67%,36 months,12.52%,OWN,5000,8,9234,1,4 years
11835,25000,15800,13.98%,60 months,20.23%,MORTGAGE,5416.67,13,21168,2,10+ years
91807,24925,24925,11.14%,60 months,24.80%,MORTGAGE,6250,20,19245,0,4 years
37065,9600,9575,17.27%,60 months,12.90%,RENT,3333.33,7,13648,1,10+ years
31014,15000,15000,16.49%,36 months,14.92%,RENT,6294.25,11,20270,1,3 years
79164,20950,20950,22.95%,60 months,12.51%,RENT,10416.67,14,12460,3,n/a
21164,8800,8800,18.25%,60 months,13.89%,RENT,2916.67,5,7794,2,2 years
34262,12500,12500,15.96%,60 months,13.87%,RENT,5300,7,11439,3,5 years
61152,21000,21000,7.62%,36 months,6.84%,MORTGAGE,5333.33,7,19178,0,7 years
33968,35000,35000,10.65%,36 months,8.96%,MORTGAGE,18750,13,18528,3,6 years
33736,15000,15000,15.27%,36 months,7.85%,RENT,15416.67,17,8962,1,6 years
10785,9250,6475,10.75%,60 months,3.41%,MORTGAGE,8500,6,105060,0,4 years
17655,2250,2250,10.36%,36 months,17.97%,OWN,5833.33,12,14637,0,2 years
35834,15000,14975,15.27%,60 months,17.90%,MORTGAGE,2748,14,7956,1,6 years
33093,8000,8000,6.62%,36 months,4.90%,MORTGAGE,3000,5,6084,1,n/a
25703,3500,3500,15.62%,36 months,14.41%,MORTGAGE,6833.33,7,11526,3,8 years
36084,5300,5300,7.90%,36 months,9.67%,RENT,1945,3,5360,0,8 years
95579,12725,12725,11.14%,36 months,22.15%,RENT,4416.67,23,4079,0,3 years
102314,2500,2450,12.61%,36 months,3.78%,MORTGAGE,1930.75,4,1548,3,2 years
2885,8000,7850,9.63%,36 months,0.24%,RENT,4250,4,132,3,5 years
86479,14775,14775,21.00%,60 months,27.59%,MORTGAGE,4473.33,10,33869,3,10+ years
100985,2200,2200,7.90%,36 months,8.16%,MORTGAGE,5500,8,2927,0,3 years
16406,20000,19875,13.35%,36 months,15.68%,MORTGAGE,9160,9,32392,1,10+ years
35530,3000,2950,12.69%,36 months,4.25%,OWN,1200,4,1643,0,< 1 year
52814,12000,12000,19.99%,36 months,15.16%,RENT,4458.33,8,13935,1,4 years
43017,33600,33600,17.27%,60 months,15.08%,RENT,5416.67,5,20514,1,8 years
66064,31825,31825,14.09%,60 months,4.37%,MORTGAGE,6666.67,4,10864,0,4 years
79495,4000,4000,14.33%,36 months,25.86%,MORTGAGE,3333.33,12,19443,1,9 years
9495,20000,19900,10.25%,36 months,11.35%,RENT,7083.33,14,18196,0,3 years
3492,12500,12425,9.32%,36 months,11.71%,MORTGAGE,4166.67,7,1052,0,2 years
74163,9750,9750,17.27%,36 months,21.93%,RENT,2817.5,12,6324,1,1 year
92036,30000,30000,15.31%,60 months,16.99%,MORTGAGE,8500,10,33770,0,6 years
33029,19600,19600,12.42%,60 months,22.99%,RENT,4166.67,9,14783,2,< 1 year
96208,24175,24175,13.11%,36 months,7.66%,RENT,6250,8,4681,1,10+ years
10474,10800,10700,10.75%,36 months,15.32%,MORTGAGE,8400,6,24675,0,10+ years
90871,10000,10000,12.12%,36 months,13.81%,MORTGAGE,6083.33,13,19263,1,8 years
55934,12000,11975,13.67%,36 months,17.05%,RENT,2000,6,7552,0,10+ years
94468,20000,20000,21.49%,36 months,19.10%,RENT,6000,7,21202,2,10+ years
3116,9000,5242.75,13.79%,36 months,6.76%,RENT,3875,7,7589,0,10+ years
103248,5000,5000,13.92%,36 months,10.80%,RENT,2500,7,2050,4,< 1 year
33182,12000,12000,11.71%,36 months,18.78%,RENT,3195,11,14469,0,9 years
90659,16750,16750,7.90%,36 months,18.16%,OWN,9125,19,33986,1,2 years
50924,29000,29000,7.90%,36 months,19.25%,MORTGAGE,9166.67,18,75212,1,< 1 year
100072,24375,24375,14.09%,36 months,26.36%,MORTGAGE,4583.33,11,27379,3,4 years
2633,10000,9700,9.63%,36 months,13.77%,MORTGAGE,4190,6,1251,1,< 1 year
48402,35000,35000,14.65%,36 months,12.20%,MORTGAGE,14166.67,7,103354,0,8 years
46604,1200,1200,7.90%,36 months,6.92%,RENT,1300,8,1775,0,n/a
6908,7500,7400,7.74%,36 months,7.72%,OWN,10000,14,5195,1,3 years
97696,10000,10000,6.03%,36 months,16%,MORTGAGE,8333.33,11,14832,0,10+ years
60064,20000,20000,19.72%,36 months,13.74%,MORTGAGE,7965,18,18809,1,7 years
48006,27000,27000,18.25%,36 months,22.32%,MORTGAGE,8583.33,9,6658,1,8 years
55542,28200,28200,20.50%,60 months,15.60%,MORTGAGE,4833.33,18,27158,0,9 years
31000,3000,3000,9.99%,36 months,21.30%,OWN,2333.33,10,3168,1,1 year
88646,13000,13000,14.09%,36 months,17.99%,MORTGAGE,7916.67,14,10723,3,8 years
4691,17000,16650,12.18%,36 months,15.80%,MORTGAGE,5292,9,21441,1,10+ years
53454,6700,6700,7.90%,36 months,22.19%,RENT,2708.33,10,6627,0,2 years
91765,25450,25450,19.72%,60 months,33.75%,OWN,4750,20,14435,1,10+ years
103275,4000,3975,14.96%,36 months,4.76%,RENT,1700,4,2381,5,< 1 year
68284,9000,9000,10.16%,60 months,14.77%,RENT,3500,5,3135,0,2 years
25680,12800,12800,11.49%,60 months,20.04%,MORTGAGE,3333.33,13,24723,0,5 years
43465,16000,15975,17.58%,60 months,12.26%,MORTGAGE,2666.67,12,18008,1,< 1 year
75022,14675,14675,8.90%,36 months,14.95%,MORTGAGE,4000,6,12764,0,7 years
29942,7000,7000,7.49%,36 months,7.26%,OWN,6280,14,353,0,4 years
21190,12000,11875,7.66%,36 months,13.31%,MORTGAGE,5416.67,8,9993,2,3 years
29901,12000,11530.58,15.23%,60 months,20.18%,MORTGAGE,4166.67,10,18559,1,7 years
47168,7550,7550,7.62%,36 months,14.61%,MORTGAGE,2512,7,2814,0,5 years
82626,1000,1000,7.62%,36 months,5.59%,MORTGAGE,9333.33,6,350,4,2 years
80538,12300,12300,12.12%,36 months,10.01%,RENT,6583.33,15,12450,0,1 year
94971,2000,2000,19.72%,36 months,10.29%,RENT,3575,10,12036,0,6 years
43527,10000,10000,13.49%,36 months,18.84%,MORTGAGE,3333.33,9,14247,1,7 years
97210,20000,20000,15.80%,60 months,25.89%,RENT,4166.67,23,34720,0,5 years
62663,10500,10500,17.77%,36 months,12.33%,MORTGAGE,4583.33,9,18936,1,5 years
57260,14825,14825,13.67%,36 months,9.55%,RENT,2500,8,8073,1,2 years
66072,9000,9000,6.62%,36 months,13.85%,RENT,4166.67,5,7853,0,1 year
22289,35000,34950,12.68%,60 months,23.99%,MORTGAGE,7083.33,19,30725,1,10+ years
103951,6000,6000,13.98%,60 months,24.29%,RENT,2400,11,6069,4,9 years
71638,18000,18000,15.31%,36 months,15.56%,MORTGAGE,6666.67,10,21174,0,10+ years
47002,12000,12000,8.90%,36 months,12.46%,RENT,5000,5,13940,0,10+ years
90748,16000,16000,7.90%,36 months,12.30%,MORTGAGE,8416.67,14,21913,1,5 years
92046,32000,32000,17.27%,60 months,15.61%,RENT,9250,15,32566,1,2 years
55755,8000,8000,16.29%,36 months,2.92%,MORTGAGE,4250,5,4454,2,10+ years
43682,28000,28000,12.42%,36 months,2.98%,MORTGAGE,27083.33,5,12888,1,5 years
93766,28000,28000,7.62%,36 months,12.19%,RENT,11250,10,40302,1,10+ years
94582,16000,16000,15.80%,60 months,11.94%,RENT,5250,14,154,1,3 years
87162,20125,20125,18.49%,36 months,11.08%,MORTGAGE,8937.5,14,12418,0,2 years
81130,8000,8000,17.27%,36 months,1.98%,MORTGAGE,6000,5,5032,2,10+ years
13216,6000,6000,14.35%,36 months,14.08%,MORTGAGE,2500,9,3621,3,< 1 year
4665,12000,11975,8.94%,36 months,18.99%,RENT,4750,13,25577,1,4 years
6259,5500,5473.88,14.61%,36 months,20.38%,MORTGAGE,5116.67,11,14103,0,1 year
82160,9500,9500,12.12%,36 months,24.06%,MORTGAGE,2519.17,7,8673,1,10+ years
18688,12000,12000,10.36%,36 months,11.92%,MORTGAGE,10333.33,16,8987,0,5 years
34730,25000,24950,13.49%,60 months,19.97%,OWN,4166.67,4,17849,0,3 years
98930,17500,17500,10.16%,36 months,23.64%,MORTGAGE,3333.33,10,21483,0,8 years
25786,35000,25850,15.23%,60 months,22.74%,MORTGAGE,10000,13,13651,1,10+ years
19226,14000,14000,17.51%,36 months,9.37%,RENT,7916.67,3,13522,0,< 1 year
79198,13600,13600,12.12%,36 months,20.94%,MORTGAGE,5416.67,15,17117,0,10+ years
103315,3600,3575,12.87%,36 months,3.40%,RENT,2000,8,2650,4,n/a
95606,6000,6000,15.80%,36 months,21%,RENT,2176.67,13,4356,1,2 years
76348,10000,10000,14.09%,36 months,26.44%,MORTGAGE,5416.67,6,18652,1,6 years
32146,20000,17890.7,19.91%,60 months,17.49%,MORTGAGE,7916.67,17,39621,1,6 years
54455,30000,29975,23.33%,60 months,17.39%,MORTGAGE,7083.33,21,56145,1,10+ years
83592,28000,27950,21.98%,60 months,16.56%,MORTGAGE,10166.67,12,43182,1,4 years
87108,2000,2000,14.09%,36 months,28.46%,MORTGAGE,3513.33,18,23635,3,10+ years
33208,4700,4700,7.90%,36 months,10.65%,RENT,3416.67,3,2297,0,10+ years
10554,6000,6000,13.98%,36 months,7.73%,RENT,6250,6,3507,0,4 years
89809,9000,9000,12.12%,36 months,10.05%,RENT,11666.67,8,9490,1,< 1 year
16069,20000,14750,6.91%,36 months,15.16%,RENT,9208,10,20965,0,3 years
23743,4200,4200,13.06%,36 months,13.82%,MORTGAGE,6500,14,23653,1,10+ years
103394,6950,6875,13.11%,36 months,12.51%,MORTGAGE,7916.67,5,1593,4,10+ years
47570,15000,15000,18.25%,36 months,22.45%,MORTGAGE,5078.75,19,13205,0,10+ years
80125,12000,11975,12.12%,36 months,10.84%,RENT,7083.33,11,20601,0,4 years
30035,25000,25000,16.49%,36 months,18.18%,RENT,6000,9,10630,2,7 years
80444,7000,7000,15.80%,36 months,11.53%,MORTGAGE,3166.67,11,6658,2,3 years
56341,5600,5600,7.90%,36 months,16.54%,RENT,1916.67,8,3373,0,5 years
1316,4800,544.89,11.59%,36 months,13.19%,MORTGAGE,7083.33,21,44198,0,10+ years
6020,5000,5000,12.53%,36 months,21.49%,RENT,3108.33,8,0,0,2 years
8194,6525,6500,16.07%,36 months,10.11%,RENT,3166.67,3,2494,1,1 year
34695,12700,12700,7.90%,60 months,19.47%,MORTGAGE,5833.33,12,14787,0,10+ years
14156,14000,13975,13.98%,60 months,10.20%,RENT,3145.83,8,3449,0,< 1 year
21651,10000,10000,11.11%,36 months,20.15%,RENT,6083.33,3,924,0,< 1 year
53465,11500,11475,12.12%,36 months,24.16%,MORTGAGE,2458.33,9,21668,0,10+ years
38145,15000,15000,16.77%,36 months,7.29%,RENT,7916.67,5,5355,1,6 years
28231,12000,10325,11.99%,60 months,6.79%,RENT,4166.67,11,5934,0,4 years
23644,2700,2700,5.79%,36 months,19.81%,MORTGAGE,3958.33,14,13159,1,8 years
63687,12000,12000,10.16%,36 months,28.01%,RENT,2916.67,8,6913,0,3 years
36911,10625,10625,14.27%,36 months,12.54%,MORTGAGE,4250,14,10767,0,< 1 year
96564,13000,13000,14.09%,36 months,32.64%,MORTGAGE,5000,8,15208,0,10+ years
9533,6000,6000,10.62%,36 months,23.38%,MORTGAGE,5000,15,46125,1,2 years
24445,15000,15000,10.59%,36 months,14.66%,RENT,5150,9,5116,2,2 years
25800,8000,7925,17.49%,36 months,18.72%,RENT,2083.33,4,20802,0,10+ years
48662,8800,8800,13.11%,36 months,16.73%,RENT,3150.25,13,14266,1,4 years
91147,11100,11100,15.31%,36 months,12.03%,MORTGAGE,2666.67,12,8990,0,10+ years
10,5000,525,9.33%,36 months,11.93%,MORTGAGE,15000,16,60568,1,2 years
28871,15250,13914.17,16.49%,60 months,20.57%,RENT,2916.67,10,17931,0,< 1 year
56361,10000,10000,12.12%,36 months,31.46%,MORTGAGE,5000,16,18921,0,6 years
51408,6000,6000,7.90%,36 months,14.99%,RENT,4416.67,10,2928,0,2 years
60353,3500,3500,12.12%,36 months,10.87%,MORTGAGE,4333.33,9,9971,0,10+ years
24168,17400,17400,11.99%,36 months,12.47%,RENT,6833.33,7,26587,0,7 years
55717,7500,7500,9.76%,60 months,14.96%,MORTGAGE,7083.33,11,16449,1,10+ years
93794,18000,17950,14.33%,60 months,13.98%,MORTGAGE,12916.67,11,14890,2,10+ years
54689,21700,21700,7.90%,36 months,5.43%,MORTGAGE,15000,5,128707,0,2 years
17961,1775,1775,6.54%,36 months,19.77%,RENT,3333.33,11,2038,0,< 1 year
46324,20000,19896.51,13.67%,36 months,15.34%,RENT,5166.67,8,12394,1,6 years
67629,16000,15925,7.62%,36 months,6.48%,MORTGAGE,6000,8,19539,0,n/a
85220,4825,4825,10.16%,36 months,14.89%,RENT,2400,14,6109,1,1 year
84341,5000,5000,6.03%,36 months,6.11%,MORTGAGE,5416.67,13,4956,0,8 years
93780,35000,35000,16.29%,36 months,19.92%,MORTGAGE,14166.67,12,216561,1,10+ years
68722,4750,4750,8.90%,36 months,0.56%,OWN,2833.33,2,767,0,9 years
89844,7125,7125,18.49%,36 months,11.18%,MORTGAGE,5636.75,14,5383,2,8 years
20640,4000,3975,13.43%,36 months,7.60%,RENT,1750,7,7178,3,< 1 year
22444,11000,11000,13.06%,36 months,22.42%,MORTGAGE,7916.67,9,34314,1,< 1 year
69437,8000,8000,14.33%,36 months,14.74%,RENT,3108,3,3072,0,8 years
5733,5000,4900,11.14%,36 months,2.84%,RENT,3200,6,2650,2,3 years
311,7200,6250,8.07%,36 months,17%,MORTGAGE,5100,4,9366,4,10+ years
65245,5000,5000,15.31%,36 months,10.28%,RENT,1916.67,8,5982,0,5 years
11626,4500,4500,7.51%,36 months,13.90%,MORTGAGE,3000,10,387,0,< 1 year
49533,17300,17250,22.45%,60 months,3.58%,MORTGAGE,5500,11,2306,3,4 years
16487,1000,750,10.36%,36 months,0%,MORTGAGE,1800,2,0,1,< 1 year
27608,13075,13075,11.99%,60 months,22.52%,MORTGAGE,7291.67,14,27622,0,10+ years
53245,20000,20000,7.90%,36 months,13.59%,RENT,7258.33,5,14268,0,9 years
55800,18000,18000,12.12%,36 months,22.34%,RENT,4583.33,13,17868,0,10+ years
46391,13500,13500,13.99%,60 months,12.59%,MORTGAGE,8833.33,11,18978,0,2 years
46120,14000,14000,12.12%,36 months,14.93%,MORTGAGE,10583.33,9,35457,0,2 years
49851,25000,24975,20.50%,60 months,9.59%,RENT,5077.58,6,17946,0,10+ years
91905,10000,10000,15.31%,36 months,18.99%,MORTGAGE,5583.33,16,12723,1,2 years
77788,4750,4750,14.33%,60 months,23.48%,RENT,1500,11,1687,3,< 1 year
25235,10000,9999.71,13.49%,60 months,17.80%,RENT,2500,8,3822,2,8 years
33119,14000,14000,19.03%,60 months,13.52%,MORTGAGE,3616,9,13923,0,2 years
56382,12375,12375,6.03%,36 months,19.24%,MORTGAGE,6750,11,8135,0,1 year
76770,5675,5675,11.14%,36 months,29.40%,RENT,2333.33,6,9687,1,5 years
71487,35000,35000,24.70%,60 months,8.26%,MORTGAGE,10000,12,21391,2,10+ years
59890,25000,25000,21.00%,36 months,9.52%,RENT,8333.33,11,8575,1,10+ years
41411,35000,35000,16.29%,36 months,17.17%,MORTGAGE,39583.33,14,55965,2,10+ years
99592,19200,19200,12.12%,36 months,28.36%,MORTGAGE,4583.33,12,11140,1,2 years
87287,12000,12000,6.62%,36 months,12.36%,RENT,4416.67,12,4117,1,3 years
97016,7000,7000,10.16%,36 months,10.76%,MORTGAGE,4341.67,11,13638,0,7 years
26493,10000,10000,11.99%,36 months,21.89%,MORTGAGE,3417,13,18069,0,4 years
95322,3600,3600,19.72%,36 months,10.72%,RENT,7000,7,6263,4,6 years
30341,12000,11975,8.49%,36 months,8.36%,RENT,4500,12,8422,0,10+ years
98601,9450,9450,12.12%,36 months,33.62%,RENT,2750,17,14246,0,6 years
735,9000,7650,11.03%,36 months,12.72%,MORTGAGE,5666.67,22,36164,1,8 years
85370,10000,10000,15.80%,36 months,13.57%,MORTGAGE,4583.33,16,24989,1,10+ years
101027,17325,17325,8.90%,36 months,18.28%,MORTGAGE,3333.33,17,11327,0,9 years
77588,9600,9600,15.31%,36 months,33.24%,RENT,3166.67,8,14774,3,2 years
69027,16000,16000,21.98%,60 months,10.99%,MORTGAGE,3466.67,8,13797,1,7 years
48356,9000,9000,6.03%,36 months,9.29%,MORTGAGE,14166.67,13,40909,0,4 years
27554,12000,12000,8.49%,60 months,11.03%,MORTGAGE,4425.17,9,14816,0,10+ years
6987,12000,12000,11.14%,36 months,2.37%,MORTGAGE,12500,13,10944,0,5 years
62891,2575,2575,10.16%,36 months,27.54%,RENT,4166.67,12,18499,0,2 years
15631,4500,4500,8.88%,36 months,7.07%,MORTGAGE,5250,10,9356,2,9 years
102441,7500,-0.01,12.29%,36 months,21.34%,MORTGAGE,8750,14,20947,7,5 years
96897,10000,10000,13.11%,36 months,8.11%,OWN,3500,11,11401,1,10+ years
9261,7000,7000,14.22%,36 months,7.04%,RENT,3010,5,3047,2,< 1 year
81785,28350,28350,19.72%,36 months,28.89%,RENT,5833.33,11,10119,0,9 years
49772,4800,4800,12.12%,36 months,16.94%,RENT,4800,7,2770,0,< 1 year
103355,7000,6963.08,13.11%,36 months,13.11%,RENT,4325,8,8076,4,3 years
85229,19200,19200,22.47%,60 months,10.39%,RENT,5666.67,5,17783,0,< 1 year
93066,8000,8000,11.14%,36 months,11.59%,RENT,7000,7,4729,1,3 years
87114,10000,10000,14.09%,36 months,21.45%,RENT,3750,4,18621,0,10+ years
10262,25000,14401.65,11.49%,60 months,4.95%,MORTGAGE,3333.33,9,3367,3,2 years
101411,9500,9500,21.98%,36 months,16.01%,RENT,4500,7,3673,1,3 years
101987,3000,2057.84,10.46%,36 months,4.34%,OWN,4350,3,8414,4,10+ years
30929,13500,13500,19.69%,60 months,15.08%,RENT,2666.67,6,13341,1,10+ years
66186,6000,6000,7.90%,36 months,2.51%,RENT,7500,5,6394,0,2 years
82780,18000,18000,11.14%,36 months,11.81%,RENT,5100,8,17139,0,1 year
90356,15500,15500,8.90%,36 months,16.36%,RENT,9000,8,4097,4,10+ years
55812,13600,13600,7.90%,36 months,12.61%,MORTGAGE,6250,7,14524,0,n/a
79478,10350,10350,14.09%,36 months,20.46%,RENT,3333.33,10,10841,1,1 year
57003,8575,8550,17.27%,36 months,9.84%,RENT,2500,6,8807,2,7 years
71142,15000,15000,19.05%,36 months,24.88%,RENT,6000,12,12162,0,1 year
4168,10000,9975,8.59%,36 months,2.85%,MORTGAGE,10167,9,16,3,10+ years
48166,10800,10800,13.67%,60 months,0.94%,RENT,7500,4,1577,0,< 1 year
92868,25000,25000,14.09%,36 months,4.79%,MORTGAGE,6833.33,5,8811,0,8 years
31448,11000,11000,10.99%,36 months,4.26%,MORTGAGE,6666.67,11,4124,0,4 years
68581,5500,5500,11.14%,36 months,32.16%,OWN,1666.67,7,8826,0,3 years
48151,13000,13000,13.11%,36 months,10.58%,RENT,5000,3,11090,1,1 year
49038,3825,3800,7.90%,36 months,3.72%,RENT,3333.33,3,5106,0,5 years
80638,25000,25000,19.72%,60 months,32.10%,OWN,4916.67,21,35208,1,7 years
83265,2000,2000,13.11%,36 months,14.11%,RENT,3750,4,1485,0,3 years
90491,18000,17975,19.05%,36 months,33.23%,MORTGAGE,5416.67,10,15626,1,10+ years
75831,19125,19125,18.49%,60 months,29.10%,RENT,4166.67,14,28108,3,6 years
61042,16800,16800,6.62%,36 months,3.87%,OWN,16083.33,5,13470,1,8 years
16549,25000,15175,16.32%,60 months,22.19%,MORTGAGE,7083.33,8,9133,0,4 years
54073,7425,7425,9.76%,36 months,7.32%,MORTGAGE,2500,6,5045,1,4 years
45424,12000,11950,6.03%,36 months,9.61%,OWN,3100,7,11076,0,n/a
52929,10000,10000,10.74%,36 months,18.15%,RENT,5833.33,10,16894,0,4 years
14080,25000,24925,15.95%,36 months,17.95%,RENT,7983.33,14,28330,0,2 years
78437,8500,8500,17.77%,36 months,18%,RENT,2583.33,9,13718,0,2 years
75477,12375,12375,6.62%,36 months,31%,MORTGAGE,3500,16,14037,0,2 years
95560,10000,10000,14.33%,36 months,23.56%,RENT,2750,4,14317,0,2 years
33050,1900,1900,7.51%,36 months,19.27%,MORTGAGE,6000,12,18397,2,10+ years
68139,23000,23000,17.77%,36 months,25.84%,MORTGAGE,6625,17,19870,1,3 years
65110,2000,2000,14.33%,36 months,22.48%,RENT,4333.33,9,8496,1,4 years
29803,8000,8000,6.99%,36 months,9.19%,MORTGAGE,5833.33,5,4469,2,3 years
22993,10000,10000,7.29%,36 months,7.94%,MORTGAGE,5833.33,12,3181,0,8 years
75600,4800,4800,7.90%,36 months,17.34%,MORTGAGE,6250,7,4195,0,10+ years
19348,5000,5000,6.92%,36 months,18.39%,OWN,3333.33,8,5806,0,< 1 year
11648,7000,7000,11.12%,36 months,9.06%,RENT,6333.33,6,349,0,10+ years
93139,10000,10000,12.12%,36 months,10.88%,MORTGAGE,7500,6,24924,0,10+ years
2443,15000,14925.21,13.47%,36 months,14.06%,RENT,4458.33,15,7701,1,6 years
1439,16750,9445.58,12.41%,36 months,24.75%,RENT,3750,6,28116,1,10+ years
34831,5000,5000,16.29%,36 months,9.79%,OWN,1733.33,11,4366,3,< 1 year
23553,8000,8000,5.42%,36 months,4.47%,OWN,3936,7,5235,0,10+ years
2578,13000,8113.74,9.63%,36 months,16.14%,MORTGAGE,3500,6,0,1,1 year
52665,4000,4000,9.76%,36 months,15.89%,MORTGAGE,4166.67,17,13745,1,10+ years
43307,10000,10000,9.91%,36 months,14.32%,MORTGAGE,3666.67,9,17161,0,1 year
19492,3500,3500,7.29%,36 months,15.54%,MORTGAGE,6333,12,41602,0,10+ years
52639,1800,1800,13.67%,36 months,24.21%,RENT,4250,11,5757,0,5 years
26950,6000,6000,7.49%,36 months,14.66%,MORTGAGE,5833.33,12,7961,0,9 years
22200,4000,3910.45,7.66%,36 months,20.92%,MORTGAGE,3600,4,594,0,10+ years
99483,30000,30000,19.05%,60 months,21.25%,MORTGAGE,6250,12,34927,0,6 years
74981,14000,14000,14.09%,36 months,15.19%,RENT,5416.67,6,4211,0,5 years
20862,15800,15700,16.02%,60 months,19.64%,MORTGAGE,7388.42,13,32120,1,10+ years
63266,7200,7175,11.14%,36 months,27.89%,MORTGAGE,3750,8,20342,0,10+ years
79126,5825,5825,12.12%,36 months,4%,OWN,3750,4,5643,0,1 year
7183,3000,3000,7.14%,36 months,12.85%,RENT,4916.67,8,3210,0,5 years
14595,10000,10000,16.32%,60 months,14.80%,RENT,2290,5,394,2,n/a
9216,10750,10725,13.11%,36 months,14.02%,MORTGAGE,4416.67,6,11525,0,10+ years
103033,4575,4575,15.65%,36 months,14.31%,OTHER,5833.33,25,82586,2,2 years
66349,9000,9000,14.33%,36 months,15.36%,MORTGAGE,7083.33,19,11077,1,2 years
20263,10000,10000,5.79%,36 months,6.49%,MORTGAGE,12500,17,75629,0,1 year
51445,8000,7997.79,16.29%,36 months,15.76%,RENT,3750,8,7374,1,6 years
36497,15000,15000,15.96%,36 months,4.32%,MORTGAGE,8833.33,6,113,3,8 years
100114,20675,20675,14.33%,36 months,23.12%,MORTGAGE,4333.33,12,8393,1,10+ years
7020,10500,10477.85,15.33%,36 months,14.30%,RENT,3083.33,8,14726,0,10+ years
73128,4825,4825,12.12%,36 months,4.76%,MORTGAGE,5416.67,8,6883,0,8 years
11620,3800,3800,11.12%,36 months,15.45%,MORTGAGE,5416.67,11,9266,0,10+ years
82922,19600,19525,21.49%,60 months,9.76%,RENT,4170,8,11669,0,4 years
16593,12800,12700,12.61%,60 months,9.02%,RENT,5166.67,7,7942,0,5 years
37041,30000,29950,7.90%,36 months,0.34%,RENT,13416.67,9,2174,3,10+ years
10761,14500,10168.89,10.75%,60 months,14.26%,MORTGAGE,3584.62,6,18555,0,10+ years
80841,16750,16750,18.75%,36 months,8.84%,MORTGAGE,5666.67,8,13567,1,4 years
91989,12000,11975,16.29%,36 months,14.29%,MORTGAGE,8541.67,5,5890,3,10+ years
52893,4800,4800,14.65%,36 months,13.90%,RENT,5000,8,7391,0,2 years
72655,5000,5000,14.09%,36 months,11.18%,RENT,10625,8,8054,0,1 year
19585,15000,14950,14.17%,36 months,8.46%,MORTGAGE,6666.67,8,1073,2,5 years
100595,1500,1500,21.49%,36 months,13.59%,RENT,3583.33,7,4747,1,< 1 year
32037,18000,17738.58,10.59%,60 months,15.03%,MORTGAGE,4000,9,6718,0,10+ years
102356,5600,2025.01,14.82%,36 months,20.60%,RENT,6083.33,7,2166,2,2 years
23345,35000,14869.55,15.65%,60 months,26.19%,MORTGAGE,6308.75,14,34883,0,10+ years
22130,16000,13613.86,15.28%,60 months,15.33%,MORTGAGE,3006.44,10,11011,0,10+ years
100469,8875,8875,15.31%,36 months,14.90%,RENT,2302,8,10008,0,n/a
61697,8875,8875,15.31%,36 months,30.15%,RENT,2291.67,11,11798,1,2 years
84180,8000,7925,18.75%,60 months,9.92%,MORTGAGE,5002.33,7,8421,1,10+ years
9762,10000,9975,13.48%,36 months,14.57%,MORTGAGE,6307.42,11,18823,0,10+ years
4211,20000,11800,11.48%,36 months,23.52%,MORTGAGE,4166.67,11,24123,1,< 1 year
36163,25000,25000,9.91%,36 months,15.38%,RENT,5500,9,11395,0,3 years
42421,10000,10000,6.62%,36 months,11.45%,OWN,4166.67,20,10385,1,6 years
6723,11000,10969.64,12.53%,36 months,18.89%,RENT,3500,6,6811,1,2 years
97524,12000,12000,6.03%,36 months,18.75%,MORTGAGE,13000,22,20197,0,5 years
30788,17200,17200,19.69%,60 months,9.95%,RENT,3666.67,4,2117,3,2 years
85201,1800,1800,15.31%,36 months,6.79%,MORTGAGE,6416.67,6,3394,2,7 years
35161,3000,3000,6.03%,36 months,11.03%,MORTGAGE,7500,13,10585,0,n/a
51929,9525,9500,15.81%,36 months,11.35%,RENT,2666.67,15,5610,1,n/a
2807,20000,2050,12.84%,36 months,1.49%,MORTGAGE,3500,6,1954,5,2 years
1888,6000,4450,7.68%,36 months,8.40%,RENT,5417,10,6047,1,10+ years
92641,2500,2500,18.49%,36 months,22.49%,MORTGAGE,3916.67,7,14892,2,6 years
